gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;operator;department;monthly_cost_mad;total_cost_mad;plan;roaming_flag;data_usage_gb;quota_gb;over_quota_flag;anomaly_flag;risk_proba;risk_score_100;risk_level;future_cost_mad;future_cost_pred_mad;alert_flag;recommendation
Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80.95;171.15;1;inwi;IT;809.5;1711.5;XL;0;45.03;50;0;0;0.575;57.5;Élevé;817.58;811.05;1;Surveiller la ligne + analyser causes
Female;0;Yes;Yes;52;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19.6;1012.4;0;inwi;Direction;196.0;10124.0;M;1;7.24;12;0;0;0.0;0.0;Faible;284.5;270.71;0;RAS
Female;1;No;No;13;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;74.3;940.35;1;Orange Maroc;Support;743.0;9403.5;XL;0;40.78;50;0;0;0.855;85.5;Critique;730.29;744.15;1;Surveiller la ligne + analyser causes
Female;1;No;No;11;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);89.7;1047.7;1;Orange Maroc;Finance;897.0;10477.0;XL;0;46.37;50;0;0;0.8575;85.8;Critique;883.19;897.86;1;Surveiller la ligne + analyser causes
Male;0;No;No;32;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);87.65;2766.4;0;Maroc Telecom;Support;876.5;27664.0;XL;0;44.56;50;0;0;0.0375;3.8;Faible;833.05;876.78;0;RAS
Male;1;Yes;No;17;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);100.45;1622.45;1;inwi;Commercial;1004.5;16224.5;XL;0;49.53;50;0;0;0.67;67.0;Élevé;1003.52;1004.88;1;Surveiller la ligne + analyser causes
Female;0;No;No;16;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);74.75;1129.35;0;Maroc Telecom;Direction;747.5;11293.5;XL;0;32.93;50;0;0;0.2375;23.8;Moyen;782.56;747.21;0;RAS
Female;0;No;No;51;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);107.45;5680.9;0;inwi;RH;1074.5;56809.0;XL;0;54.57;50;1;0;0.0675;6.8;Faible;1122.25;1124.23;1;Proposer forfait supérieur
Male;0;No;No;29;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);75.35;2243.9;0;Orange Maroc;Commercial;753.5;22439.0;XL;1;38.6;50;0;0;0.115;11.5;Faible;806.54;829.68;0;RAS
Male;0;Yes;No;70;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);64.95;4523.25;0;Orange Maroc;IT;649.5;45232.5;XL;0;38.46;50;0;0;0.0475;4.8;Faible;643.95;649.81;0;RAS
Female;0;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;Yes;Two year;No;Electronic check;100.45;7159.7;0;Orange Maroc;RH;1004.5;71597.0;XL;1;48.2;50;0;0;0.0125;1.2;Faible;1069.31;1079.33;0;RAS
Male;0;Yes;Yes;41;Yes;Yes;DSL;No;Yes;Yes;No;Yes;No;One year;No;Bank transfer (automatic);68.5;2839.95;0;Maroc Telecom;Direction;685.0;28399.5;XL;1;29.43;50;0;0;0.0175;1.8;Faible;798.92;759.93;0;RAS
Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;80.55;80.55;0;Maroc Telecom;Commercial;805.5;805.5;XL;1;36.74;50;0;0;0.345;34.5;Moyen;879.31;881.53;0;RAS
Female;0;Yes;No;7;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);81.25;580.1;0;Maroc Telecom;Finance;812.5;5801.0;XL;0;45.4;50;0;0;0.08;8.0;Faible;819.44;813.99;0;RAS
Male;0;Yes;Yes;25;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Electronic check;90.4;2178.6;1;Maroc Telecom;IT;904.0;21786.0;XL;0;43.86;50;0;0;0.6975;69.8;Élevé;902.71;904.08;1;Surveiller la ligne + analyser causes
Male;0;Yes;Yes;67;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;One year;No;Electronic check;89.55;6038.55;0;inwi;Support;895.5;60385.5;XL;1;48.87;50;0;0;0.0225;2.2;Faible;983.54;971.44;0;RAS
Male;0;Yes;Yes;5;Yes;Yes;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;55.7;259.4;0;Maroc Telecom;Commercial;557.0;2594.0;XL;0;27.87;50;0;0;0.09;9.0;Faible;563.77;557.67;0;RAS
Male;0;No;Yes;15;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;24.8;324.15;0;Maroc Telecom;RH;248.0;3241.5;M;0;9.48;12;0;0;0.06;6.0;Faible;233.38;247.62;0;RAS
Female;0;Yes;Yes;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;20.0;417.65;0;inwi;Direction;200.0;4176.5;M;0;16.0;12;1;0;0.035;3.5;Faible;267.07;250.82;1;Proposer forfait supérieur
Male;0;Yes;Yes;3;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;56.15;168.15;1;inwi;IT;561.5;1681.5;XL;0;32.03;50;0;0;0.85;85.0;Critique;568.44;562.88;1;Surveiller la ligne + analyser causes
Male;0;Yes;Yes;54;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Electronic check;105.2;5637.85;0;inwi;Finance;1052.0;56378.5;XL;0;52.06;50;1;0;0.065;6.5;Faible;1078.0;1101.43;1;Proposer forfait supérieur
Male;0;No;No;42;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19.55;839.4;0;inwi;Direction;195.5;8394.0;M;0;12.77;12;1;0;0.0025;0.2;Faible;260.23;245.34;1;Proposer forfait supérieur
Female;0;Yes;No;9;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;79.75;769.1;0;Maroc Telecom;Finance;797.5;7691.0;XL;1;40.24;50;0;0;0.735;73.5;Élevé;838.32;874.02;1;Surveiller la ligne + analyser causes
Female;0;No;No;63;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;No;Bank transfer (automatic);97.45;6253.0;0;Maroc Telecom;Finance;974.5;62530.0;XL;0;50.04;50;1;0;0.0325;3.2;Faible;1055.71;1024.03;1;Proposer forfait supérieur
Female;0;Yes;No;69;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24.25;1641.8;0;inwi;Commercial;242.5;16418.0;M;1;17.41;12;1;1;0.0;0.0;Faible;395.7;367.99;1;Vérifier roaming + limiter options
Female;0;No;No;69;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);24.6;1678.05;0;Orange Maroc;Support;246.0;16780.5;M;0;7.74;12;0;0;0.0;0.0;Faible;250.85;244.19;0;RAS
Male;0;Yes;No;40;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;50.15;2058.5;0;Maroc Telecom;IT;501.5;20585.0;XL;0;24.0;50;0;0;0.0675;6.8;Faible;482.16;501.22;0;RAS
Male;0;No;No;60;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Bank transfer (automatic);39.6;2424.5;0;inwi;Direction;396.0;24245.0;L;0;19.89;25;0;0;0.0125;1.2;Faible;412.82;395.29;0;RAS
Female;0;No;No;4;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);94.4;387.2;1;Maroc Telecom;Support;944.0;3872.0;XL;0;48.2;50;0;0;0.845;84.5;Critique;941.76;944.94;1;Surveiller la ligne + analyser causes
Female;1;No;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;89.85;6293.45;0;Maroc Telecom;Finance;898.5;62934.5;XL;0;41.18;50;0;0;0.0025;0.2;Faible;893.39;897.19;0;RAS
Female;0;Yes;No;37;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);78.95;2839.65;1;Orange Maroc;Support;789.5;28396.5;XL;0;42.23;50;0;0;0.7825;78.2;Élevé;777.11;790.0;1;Surveiller la ligne + analyser causes
Male;0;Yes;No;32;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);98.85;3145.9;0;Orange Maroc;RH;988.5;31459.0;XL;0;45.96;50;0;0;0.43;43.0;Moyen;998.46;988.09;0;RAS
Male;0;No;No;39;Yes;Yes;DSL;No;No;No;Yes;No;No;Two year;Yes;Credit card (automatic);53.85;2200.7;0;Orange Maroc;RH;538.5;22007.0;XL;0;23.18;50;0;0;0.1;10.0;Faible;547.02;537.8;0;RAS
Female;0;No;No;38;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;24.25;914.4;0;Maroc Telecom;Support;242.5;9144.0;M;0;11.37;12;0;0;0.01;1.0;Faible;238.28;241.99;0;RAS
Male;0;No;No;52;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);89.45;4577.75;0;inwi;Direction;894.5;45777.5;XL;1;50.41;50;1;1;0.1325;13.2;Faible;1078.62;1020.83;1;Vérifier roaming + limiter options
Female;0;Yes;Yes;48;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);105.25;4997.5;0;Maroc Telecom;IT;1052.5;49975.0;XL;0;60.25;50;1;0;0.0875;8.8;Faible;1098.41;1103.44;1;Proposer forfait supérieur
Male;0;Yes;Yes;70;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);59.5;4144.8;0;Maroc Telecom;RH;595.0;41448.0;XL;0;31.22;50;0;0;0.0;0.0;Faible;596.29;594.53;0;RAS
Male;0;No;No;20;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);70.55;1493.55;0;inwi;Commercial;705.5;14935.5;XL;0;34.56;50;0;0;0.1475;14.8;Faible;717.24;705.75;0;RAS
Female;0;No;No;50;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);82.5;4179.1;0;inwi;RH;825.0;41791.0;XL;0;41.72;50;0;0;0.045;4.5;Faible;852.17;824.84;0;RAS
Female;0;No;No;19;No;No phone service;DSL;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);44.85;893.55;1;inwi;RH;448.5;8935.5;L;0;23.43;25;0;0;0.6975;69.8;Élevé;452.73;448.83;1;Surveiller la ligne + analyser causes
Male;0;Yes;Yes;25;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Bank transfer (automatic);61.6;1611.0;0;inwi;IT;616.0;16110.0;XL;1;35.2;50;0;0;0.1275;12.8;Faible;739.44;692.83;0;RAS
Male;0;No;No;12;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);49.05;593.05;0;Orange Maroc;Commercial;490.5;5930.5;L;0;20.87;25;0;0;0.1;10.0;Faible;504.28;490.2;0;RAS
Male;1;Yes;No;39;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105.65;4284.8;1;Orange Maroc;RH;1056.5;42848.0;XL;0;56.41;50;1;0;0.895;89.5;Critique;1096.72;1106.95;1;Proposer upgrade forfait + vérifier usage
Male;0;No;No;7;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;74.65;544.55;1;Maroc Telecom;Finance;746.5;5445.5;XL;0;33.04;50;0;0;0.7525;75.2;Élevé;743.75;746.43;1;Surveiller la ligne + analyser causes
Female;0;Yes;Yes;23;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;One year;Yes;Mailed check;66.25;1533.8;0;Maroc Telecom;Support;662.5;15338.0;XL;1;31.68;50;0;0;0.065;6.5;Faible;747.44;738.39;0;RAS
Male;0;No;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;19.4;529.8;0;Maroc Telecom;Support;194.0;5298.0;M;0;9.69;12;0;0;0.03;3.0;Faible;198.51;193.85;0;RAS
Male;1;No;No;47;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);86.05;3865.6;0;Maroc Telecom;Commercial;860.5;38656.0;XL;0;44.26;50;0;0;0.1475;14.8;Faible;863.75;860.54;0;RAS
Male;0;Yes;Yes;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19.15;515.75;0;Orange Maroc;Finance;191.5;5157.5;M;0;9.56;12;0;0;0.0025;0.2;Faible;217.88;191.37;0;RAS
Female;0;Yes;No;14;Yes;Yes;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);64.7;941.0;1;Orange Maroc;Commercial;647.0;9410.0;XL;1;32.88;50;0;0;0.6975;69.8;Élevé;753.22;723.41;1;Surveiller la ligne + analyser causes
Female;1;Yes;No;11;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);104.05;1133.65;1;Maroc Telecom;Finance;1040.5;11336.5;XL;0;52.15;50;1;0;0.9025;90.2;Critique;1089.48;1090.96;1;Proposer upgrade forfait + vérifier usage
Male;0;No;Yes;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.25;48.35;0;Maroc Telecom;Finance;192.5;483.5;M;0;5.06;12;0;0;0.02;2.0;Faible;197.86;192.11;0;RAS
Female;0;Yes;Yes;26;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;81.95;2070.05;0;Orange Maroc;Support;819.5;20700.5;XL;0;42.7;50;0;0;0.1325;13.2;Faible;830.12;820.06;0;RAS
Female;1;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);114.65;8333.95;0;Maroc Telecom;IT;1146.5;83339.5;XL;0;59.76;50;1;0;0.0075;0.8;Faible;1172.55;1196.07;1;Proposer forfait supérieur
Female;0;Yes;Yes;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20.0;1209.25;0;inwi;IT;200.0;12092.5;M;0;14.03;12;1;0;0.0;0.0;Faible;258.23;249.56;1;Proposer forfait supérieur
Male;0;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.8;1396.25;0;Orange Maroc;IT;198.0;13962.5;M;0;15.44;12;1;0;0.0;0.0;Faible;257.33;247.65;1;Proposer forfait supérieur
Male;0;Yes;Yes;11;Yes;Yes;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);65.15;723.35;0;Orange Maroc;IT;651.5;7233.5;XL;1;33.81;50;0;0;0.1075;10.8;Faible;769.9;728.1;0;RAS
Male;1;Yes;No;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19.65;228.65;0;Orange Maroc;IT;196.5;2286.5;M;1;14.06;12;1;1;0.015;1.5;Faible;271.86;322.98;1;Vérifier roaming + limiter options
Female;0;No;Yes;13;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);88.95;1161.75;0;inwi;Direction;889.5;11617.5;XL;1;44.53;50;0;0;0.0325;3.2;Faible;1004.16;965.9;0;RAS
Male;0;No;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.2;98.35;0;Maroc Telecom;Finance;202.0;983.5;M;0;5.75;12;0;0;0.0175;1.8;Faible;209.02;201.56;0;RAS
Male;1;Yes;Yes;11;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);75.2;775.3;0;Orange Maroc;IT;752.0;7753.0;XL;0;40.48;50;0;0;0.15;15.0;Faible;742.35;753.07;0;RAS
Male;0;Yes;No;18;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);56.8;1074.65;0;Orange Maroc;Finance;568.0;10746.5;XL;0;30.62;50;0;0;0.12;12.0;Faible;556.55;568.76;0;RAS
Male;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;35.55;35.55;1;Maroc Telecom;Direction;355.5;355.5;L;1;17.78;25;0;0;0.9625;96.2;Critique;393.61;431.86;1;Surveiller la ligne + analyser causes
Female;0;Yes;No;32;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);75.5;2324.7;0;inwi;Commercial;755.0;23247.0;XL;0;37.56;50;0;0;0.18;18.0;Faible;772.76;755.1;0;RAS
Male;0;No;No;29;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;No;Mailed check;35.6;1072.6;0;inwi;RH;356.0;10726.0;L;0;19.23;25;0;0;0.015;1.5;Faible;364.84;356.17;0;RAS
Female;0;No;No;3;Yes;Yes;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;60.25;170.5;0;Orange Maroc;Support;602.5;1705.0;XL;0;29.11;50;0;0;0.1825;18.2;Faible;616.84;603.04;0;RAS
Female;0;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95.15;196.9;1;inwi;RH;951.5;1969.0;XL;0;48.9;50;0;0;0.9725;97.2;Critique;954.57;952.54;1;Surveiller la ligne + analyser causes
Male;0;Yes;Yes;13;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Mailed check;96.65;1162.85;1;inwi;RH;966.5;11628.5;XL;0;45.56;50;0;0;0.785;78.5;Élevé;956.28;966.61;1;Surveiller la ligne + analyser causes
Female;0;No;No;41;No;No phone service;DSL;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;40.35;1677.85;0;Orange Maroc;Finance;403.5;16778.5;L;0;17.75;25;0;0;0.1;10.0;Faible;391.58;402.77;0;RAS
Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;18.85;18.85;0;inwi;RH;188.5;188.5;M;0;5.46;12;0;0;0.2925;29.2;Moyen;204.6;188.23;0;RAS
Male;0;No;No;7;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;54.85;370.4;0;Orange Maroc;Finance;548.5;3704.0;XL;0;34.16;50;0;0;0.0975;9.8;Faible;555.19;550.26;0;RAS
Female;0;Yes;No;52;Yes;No;DSL;Yes;No;Yes;No;Yes;No;One year;Yes;Mailed check;64.3;3410.6;0;Orange Maroc;Commercial;643.0;34106.0;XL;1;32.37;50;0;0;0.03;3.0;Faible;721.96;718.54;0;RAS
Female;0;Yes;Yes;45;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);24.65;1138.8;0;Orange Maroc;Finance;246.5;11388.0;M;0;15.95;12;1;0;0.0025;0.2;Faible;326.67;296.39;1;Proposer forfait supérieur
Male;0;Yes;No;70;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);76.1;5264.25;0;inwi;Commercial;761.0;52642.5;XL;0;34.76;50;0;0;0.015;1.5;Faible;775.97;759.76;0;RAS
Female;0;No;No;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;18.7;1005.7;0;Maroc Telecom;IT;187.0;10057.0;M;0;8.8;12;0;0;0.0225;2.2;Faible;195.45;186.2;0;RAS
Female;1;Yes;No;62;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);97.95;5936.55;0;inwi;Finance;979.5;59365.5;XL;0;50.63;50;1;0;0.03;3.0;Faible;1021.93;1029.11;1;Proposer forfait supérieur
Female;0;Yes;No;60;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);94.1;5475.9;0;inwi;RH;941.0;54759.0;XL;0;51.46;50;1;0;0.1025;10.2;Faible;1014.73;991.12;1;Proposer forfait supérieur
Female;1;Yes;No;3;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;80.4;224.05;1;Maroc Telecom;Direction;804.0;2240.5;XL;1;38.39;50;0;0;0.88;88.0;Critique;827.53;880.28;1;Surveiller la ligne + analyser causes
Female;1;Yes;No;23;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95.1;2326.05;0;inwi;RH;951.0;23260.5;XL;0;46.34;50;0;0;0.17;17.0;Faible;951.35;951.16;0;RAS
Male;0;No;Yes;1;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;31.35;31.35;1;Maroc Telecom;Commercial;313.5;313.5;L;1;13.3;25;0;0;0.795;79.5;Élevé;373.91;389.45;1;Surveiller la ligne + analyser causes
Female;0;No;No;67;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;One year;Yes;Bank transfer (automatic);72.35;4991.5;0;Maroc Telecom;Finance;723.5;49915.0;XL;0;35.81;50;0;0;0.0875;8.8;Faible;722.75;722.81;0;RAS
Female;0;No;No;12;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);89.75;1052.4;1;Orange Maroc;IT;897.5;10524.0;XL;0;41.82;50;0;0;0.88;88.0;Critique;889.38;897.57;1;Surveiller la ligne + analyser causes
Female;1;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);82.7;5831.2;0;Maroc Telecom;IT;827.0;58312.0;XL;1;37.04;50;0;0;0.0025;0.2;Faible;851.22;901.41;0;RAS
Male;0;No;No;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19.9;510.8;0;inwi;Finance;199.0;5108.0;M;0;10.73;12;0;0;0.0025;0.2;Faible;213.31;199.02;0;RAS
Female;0;No;No;5;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;53.8;283.95;0;inwi;IT;538.0;2839.5;XL;0;28.91;50;0;0;0.335;33.5;Moyen;546.6;539.0;0;RAS
Male;0;No;No;26;Yes;Yes;DSL;No;No;No;No;No;No;One year;Yes;Credit card (automatic);51.55;1295.4;0;Orange Maroc;IT;515.5;12954.0;XL;0;22.36;50;0;0;0.035;3.5;Faible;511.52;515.12;0;RAS
Male;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19.65;19.65;0;Maroc Telecom;Support;196.5;196.5;M;0;7.8;12;0;0;0.0875;8.8;Faible;191.67;196.56;0;RAS
Male;1;No;No;70;No;No phone service;DSL;No;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);44.05;3011.65;0;Maroc Telecom;IT;440.5;30116.5;L;0;21.73;25;0;0;0.0875;8.8;Faible;419.67;439.52;0;RAS
Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;114.0;8093.15;0;Orange Maroc;Commercial;1140.0;80931.5;XL;0;62.12;50;1;0;0.0;0.0;Faible;1182.41;1190.02;1;Proposer forfait supérieur
Male;0;Yes;No;60;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;94.4;5610.25;1;inwi;RH;944.0;56102.5;XL;0;38.7;50;0;0;0.21;21.0;Moyen;962.81;942.12;0;RAS
Female;1;Yes;Yes;32;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100.4;3217.65;0;Orange Maroc;Commercial;1004.0;32176.5;XL;0;51.53;50;1;0;0.1975;19.8;Faible;1024.47;1054.21;1;Proposer forfait supérieur
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;19.85;19.85;1;Maroc Telecom;Commercial;198.5;198.5;M;0;11.96;12;0;0;0.8325;83.2;Critique;203.4;199.25;1;Surveiller la ligne + analyser causes
Female;0;No;No;14;Yes;Yes;DSL;No;Yes;No;No;No;No;One year;Yes;Mailed check;54.25;773.2;0;Orange Maroc;Finance;542.5;7732.0;XL;0;24.99;50;0;0;0.0625;6.2;Faible;527.67;542.6;0;RAS
Female;0;No;No;13;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);80.0;1029.35;0;Orange Maroc;Finance;800.0;10293.5;XL;0;38.95;50;0;0;0.35;35.0;Moyen;801.28;800.36;0;RAS
Female;0;No;No;6;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);109.9;669.45;1;inwi;Support;1099.0;6694.5;XL;0;55.95;50;1;0;0.8425;84.2;Critique;1109.78;1149.73;1;Proposer upgrade forfait + vérifier usage
Female;0;No;No;46;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;Two year;No;Mailed check;79.2;3593.8;0;Maroc Telecom;Support;792.0;35938.0;XL;0;39.51;50;0;0;0.015;1.5;Faible;781.73;791.82;0;RAS
Male;0;No;No;15;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;101.35;1553.95;1;inwi;Finance;1013.5;15539.5;XL;0;55.77;50;1;0;0.7825;78.2;Élevé;1030.13;1064.71;1;Proposer upgrade forfait + vérifier usage
Male;1;Yes;No;43;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;94.3;3953.15;0;Orange Maroc;IT;943.0;39531.5;XL;0;47.46;50;0;0;0.325;32.5;Moyen;936.64;942.98;0;RAS
Male;0;No;No;39;Yes;No;DSL;No;No;No;Yes;No;No;Two year;Yes;Bank transfer (automatic);49.8;1971.15;0;inwi;Support;498.0;19711.5;L;0;27.48;25;1;0;0.0375;3.8;Faible;549.68;547.98;1;Proposer forfait supérieur
